date,canton,cases,sequenced,b117
2020-12-03,FL,17,0,0
2020-12-03,FR,119,0,0
2020-12-03,GE,196,3,0
2020-12-03,GL,27,0,0
2020-12-03,GR,120,8,0
2020-12-03,JU,23,0,0
2020-12-03,LU,224,1,0
2020-12-03,NE,67,6,0
2020-12-03,NW,21,0,0
2020-12-03,OW,13,0,0
2020-12-03,SG,347,1,0
2020-12-03,SH,52,2,0
2020-12-03,SO,201,21,0
2020-12-03,SZ,75,6,0
2020-12-03,TG,171,1,0
2020-12-03,TI,251,4,0
2020-12-03,UR,8,0,0
2020-12-03,VD,365,1,0
2020-12-03,VS,126,3,0
2020-12-03,ZG,50,0,0
2020-12-03,ZH,760,19,0
2020-12-04,AG,377,5,0
2020-12-04,AI,6,0,0
2020-12-04,AR,28,0,0
2020-12-04,BE,528,1,0
2020-12-04,BL,178,2,0
2020-12-04,BS,112,0,0
2020-12-04,FL,17,0,0
2020-12-04,FR,127,0,0
2020-12-04,GE,146,0,0
2020-12-04,GL,33,0,0
2020-12-04,GR,107,2,0
2020-12-04,JU,14,0,0
2020-12-04,LU,208,0,0
2020-12-04,NE,69,0,0
2020-12-04,NW,23,0,0
2020-12-04,OW,17,0,0
2020-12-04,SG,414,0,0
2020-12-04,SH,58,3,0
2020-12-04,SO,165,9,0
2020-12-04,SZ,69,0,0
2020-12-04,TG,182,1,0
2020-12-04,TI,236,0,0
2020-12-04,UR,15,0,0
2020-12-04,VD,349,1,0
2020-12-04,VS,137,3,0
2020-12-04,ZG,60,0,0
2020-12-04,ZH,903,4,0
2020-12-05,AG,201,0,0
2020-12-05,AI,2,0,0
2020-12-05,AR,8,0,0
2020-12-05,BE,330,11,0
2020-12-05,BL,80,1,0
2020-12-05,BS,67,0,0
2020-12-05,FL,13,0,0
2020-12-05,FR,69,0,0
2020-12-05,GE,95,0,0
2020-12-05,GL,4,0,0
2020-12-05,GR,48,0,0
2020-12-05,JU,12,0,0
2020-12-05,LU,104,0,0
2020-12-05,NE,41,0,0
2020-12-05,NW,15,0,0
2020-12-05,OW,8,0,0
2020-12-05,SG,140,0,0
2020-12-05,SH,22,0,0
2020-12-05,SO,88,0,0
2020-12-05,SZ,49,0,0
2020-12-05,TG,73,0,0
2020-12-05,TI,134,0,0
2020-12-05,UR,12,0,0
2020-12-05,VD,251,0,0
2020-12-05,VS,62,0,0
2020-12-05,ZG,32,0,0
2020-12-05,ZH,571,1,0
2020-12-06,AG,148,0,0
2020-12-06,AR,6,0,0
2020-12-06,BE,249,19,0
2020-12-06,BL,116,1,0
2020-12-06,BS,66,1,0
2020-12-06,FL,4,0,0
2020-12-06,FR,57,0,0
2020-12-06,GE,68,0,0
2020-12-06,GL,3,0,0
2020-12-06,GR,41,5,0
2020-12-06,JU,12,0,0
2020-12-06,LU,41,0,0
2020-12-06,NE,38,0,0
2020-12-06,NW,15,0,0
2020-12-06,SG,74,0,0
2020-12-06,SH,22,0,0
2020-12-06,SO,66,0,0
2020-12-06,SZ,33,0,0
2020-12-06,TG,49,0,0
2020-12-06,TI,101,0,0
2020-12-06,UR,14,0,0
2020-12-06,VD,166,0,0
2020-12-06,VS,63,0,0
2020-12-06,ZG,32,1,0
2020-12-06,ZH,458,0,0
2020-12-07,AG,526,9,0
2020-12-07,AI,15,0,0
2020-12-07,AR,54,0,0
2020-12-07,BE,600,16,0
2020-12-07,BL,213,13,0
2020-12-07,BS,132,2,0
2020-12-07,FL,23,0,0
2020-12-07,FR,107,0,0
2020-12-07,GE,226,0,0
2020-12-07,GL,41,0,0
2020-12-07,GR,150,7,0
2020-12-07,JU,34,0,0
2020-12-07,LU,308,1,0
2020-12-07,NE,91,0,0
2020-12-07,NW,14,0,0
2020-12-07,OW,22,0,0
2020-12-07,SG,614,0,0
2020-12-07,SH,46,4,0
2020-12-07,SO,218,16,0
2020-12-07,SZ,111,0,0
2020-12-07,TG,289,0,0
2020-12-07,TI,337,0,0
2020-12-07,UR,14,0,0
2020-12-07,VD,370,2,0
2020-12-07,VS,178,5,0
2020-12-07,ZG,45,0,0
2020-12-07,ZH,1072,17,0
2020-12-08,AG,452,0,0
2020-12-08,AI,6,0,0
2020-12-08,AR,36,0,0
2020-12-08,BE,604,8,0
2020-12-08,BL,206,0,0
2020-12-08,BS,113,0,0
2020-12-08,FL,16,0,0
2020-12-08,FR,88,0,0
2020-12-08,GE,187,0,0
2020-12-08,GL,28,0,0
2020-12-08,GR,102,0,0
2020-12-08,JU,19,0,0
2020-12-08,LU,156,0,0
2020-12-08,NE,63,0,0
2020-12-08,NW,14,0,0
2020-12-08,OW,4,0,0
2020-12-08,SG,494,0,0
2020-12-08,SH,44,1,0
2020-12-08,SO,166,0,0
2020-12-08,SZ,41,0,0
2020-12-08,TG,226,0,0
2020-12-08,TI,152,0,0
2020-12-08,UR,10,0,0
2020-12-08,VD,288,0,0
2020-12-08,VS,78,0,0
2020-12-08,ZG,43,0,0
2020-12-08,ZH,1050,10,0
2020-12-09,AG,465,10,0
2020-12-09,AI,14,0,0
2020-12-09,AR,33,0,0
2020-12-09,BE,610,2,0
2020-12-09,BL,194,1,0
2020-12-09,BS,111,0,0
2020-12-09,FL,21,0,0
2020-12-09,FR,122,0,0
2020-12-09,GE,155,0,0
2020-12-09,GL,27,0,0
2020-12-09,GR,123,0,0
2020-12-09,JU,20,0,0
2020-12-09,LU,295,2,0
2020-12-09,NE,80,0,0
2020-12-09,NW,20,0,0
2020-12-09,OW,17,0,0
2020-12-09,SG,430,0,0
2020-12-09,SH,47,0,0
2020-12-09,SO,237,7,0
2020-12-09,SZ,155,2,0
2020-12-09,TG,208,0,0
2020-12-09,TI,398,0,0
2020-12-09,UR,16,0,0
